Step_1,Step_2,Step_3,Step_4,Step_5,Step_6
[0.00932816],[0.00933078],[0.00933339],[0.00933601],[0.00933863],[0.00934125]
[0.0093599],[0.00936625],[0.0093726],[0.00937895],[0.00938531],[0.00939168]
[0.0094228],[0.009424],[0.00942521],[0.00942642],[0.00942762],[0.00942883]
[0.00942934],[0.00942417],[0.009419],[0.00941384],[0.00940867],[0.00940351]
[0.00937575],[0.00937126],[0.00936677],[0.00936229],[0.0093578],[0.00935332]
[0.00933169],[0.00933122],[0.00933074],[0.00933026],[0.00932978],[0.0093293]
[0.00932756],[0.00932805],[0.00932854],[0.00932903],[0.00932953],[0.00933002]
[0.00933825],[0.00934414],[0.00935003],[0.00935593],[0.00936183],[0.00936773]
[0.00939653],[0.00939729],[0.00939804],[0.0093988],[0.00939955],[0.00940031]
[0.00941592],[0.00942794],[0.00943999],[0.00945205],[0.00946412],[0.00947621]
[0.00952712],[0.00952047],[0.00951383],[0.00950719],[0.00950056],[0.00949394]
[0.00946109],[0.00946016],[0.00945922],[0.00945829],[0.00945736],[0.00945643]
[0.00943699],[0.00942202],[0.00940708],[0.00939216],[0.00937726],[0.00936239]
[0.00929017],[0.00928956],[0.00928894],[0.00928833],[0.00928772],[0.0092871]
[0.0092833],[0.00928241],[0.00928152],[0.00928063],[0.00927975],[0.00927886]
[0.00926338],[0.00925215],[0.00924094],[0.00922975],[0.00921857],[0.0092074]
[0.00914678],[0.00913963],[0.0091325],[0.00912537],[0.00911824],[0.00911112]
[0.00907535],[0.00907339],[0.00907144],[0.00906949],[0.00906754],[0.00906559]
[0.00906177],[0.0090672],[0.00907264],[0.00907808],[0.00908353],[0.00908898]
[0.00912925],[0.00914369],[0.00915816],[0.00917265],[0.00918717],[0.0092017]
[0.00927018],[0.00927051],[0.00927084],[0.00927116],[0.00927149],[0.00927181]
[0.00928245],[0.00929157],[0.0093007],[0.00930983],[0.00931898],[0.00932814]
[0.00936798],[0.00936561],[0.00936324],[0.00936087],[0.0093585],[0.00935613]
[0.00934282],[0.00934057],[0.00933832],[0.00933607],[0.00933382],[0.00933157]
[0.00931097],[0.00930094],[0.00929093],[0.00928092],[0.00927093],[0.00926094]
[0.0092127],[0.00921118],[0.00920967],[0.00920815],[0.00920664],[0.00920512]
[0.00919274],[0.0091875],[0.00918226],[0.00917702],[0.00917179],[0.00916656]
[0.0091399],[0.00913791],[0.00913593],[0.00913394],[0.00913195],[0.00912997]
[0.00913351],[0.00914646],[0.00915943],[0.00917241],[0.00918541],[0.00919843]
[0.0092668],[0.00927392],[0.00928105],[0.00928818],[0.00929532],[0.00930246]
[0.00934146],[0.00934728],[0.0093531],[0.00935893],[0.00936476],[0.00937059]
[0.00939841],[0.00939865],[0.00939889],[0.00939913],[0.00939937],[0.0093996]
[0.00939618],[0.00939163],[0.00938708],[0.00938253],[0.00937798],[0.00937344]
[0.00935484],[0.00935794],[0.00936105],[0.00936416],[0.00936727],[0.00937038]
[0.00938674],[0.00938832],[0.0093899],[0.00939148],[0.00939306],[0.00939464]
[0.00939435],[0.00938654],[0.00937873],[0.00937092],[0.00936313],[0.00935534]
[0.00932168],[0.0093254],[0.00932911],[0.00933283],[0.00933655],[0.00934027]
[0.00935747],[0.00935701],[0.00935655],[0.00935608],[0.00935562],[0.00935515]
[0.00935366],[0.00935442],[0.00935519],[0.00935595],[0.00935671],[0.00935747]
[0.00936339],[0.00936568],[0.00936797],[0.00937026],[0.00937255],[0.00937485]
[0.00939559],[0.00940541],[0.00941523],[0.00942507],[0.00943491],[0.00944477]
[0.00950054],[0.00950939],[0.00951825],[0.00952712],[0.009536],[0.00954488]
[0.00957794],[0.00956861],[0.00955929],[0.00954999],[0.00954069],[0.0095314]
[0.00948971],[0.00949197],[0.00949423],[0.00949649],[0.00949876],[0.00950102]
[0.00951416],[0.00951634],[0.00951853],[0.00952072],[0.0095229],[0.00952509]
[0.00954467],[0.00955377],[0.00956288],[0.009572],[0.00958112],[0.00959026]
[0.00962684],[0.00961933],[0.00961182],[0.00960432],[0.00959682],[0.00958933]
[0.00955176],[0.00955048],[0.00954919],[0.0095479],[0.00954661],[0.00954533]
[0.00954926],[0.00955945],[0.00956965],[0.00957986],[0.00959009],[0.00960032]
[0.00965606],[0.00966172],[0.00966738],[0.00967305],[0.00967872],[0.0096844]
[0.00969765],[0.00968347],[0.00966931],[0.00965518],[0.00964106],[0.00962696]
[0.00955773],[0.00955596],[0.00955419],[0.00955242],[0.00955064],[0.00954887]
[0.00953548],[0.00953047],[0.00952546],[0.00952045],[0.00951544],[0.00951044]
[0.00949438],[0.009502],[0.00950962],[0.00951725],[0.00952489],[0.00953253]
[0.00957825],[0.00958781],[0.00959738],[0.00960696],[0.00961655],[0.00962614]
[0.00967237],[0.00967302],[0.00967368],[0.00967433],[0.00967498],[0.00967564]
[0.00967092],[0.00966311],[0.00965531],[0.00964751],[0.00963972],[0.00963194]
[0.00959383],[0.00959248],[0.00959113],[0.00958978],[0.00958843],[0.00958708]
[0.00958989],[0.00959913],[0.00960838],[0.00961764],[0.00962691],[0.00963619]
[0.00968063],[0.0096795],[0.00967837],[0.00967723],[0.0096761],[0.00967497]
[0.00965819],[0.00964694],[0.00963571],[0.00962449],[0.00961328],[0.00960208]
[0.00955355],[0.00955955],[0.00956555],[0.00957155],[0.00957756],[0.00958357]
[0.00960697],[0.00960115],[0.00959534],[0.00958953],[0.00958372],[0.00957792]
[0.0095546],[0.00955878],[0.00956296],[0.00956714],[0.00957132],[0.0095755]
[0.0095876],[0.0095792],[0.00957081],[0.00956243],[0.00955406],[0.00954569]
[0.00950082],[0.00949686],[0.00949289],[0.00948893],[0.00948497],[0.00948101]
[0.00947122],[0.00948039],[0.00948957],[0.00949877],[0.00950797],[0.00951718]
[0.00956904],[0.00957667],[0.00958429],[0.00959193],[0.00959957],[0.00960722]
[0.00964977],[0.00965611],[0.00966246],[0.00966881],[0.00967517],[0.00968153]
[0.00969721],[0.00968194],[0.0096667],[0.00965149],[0.00963629],[0.00962112]
[0.00955739],[0.00956593],[0.00957447],[0.00958302],[0.00959158],[0.00960015]
[0.00963237],[0.00962354],[0.00961472],[0.00960591],[0.0095971],[0.00958831]
[0.00954507],[0.00954339],[0.00954171],[0.00954003],[0.00953835],[0.00953667]
[0.00952403],[0.00951943],[0.00951483],[0.00951024],[0.00950564],[0.00950105]
[0.00948057],[0.00948362],[0.00948668],[0.00948973],[0.00949279],[0.00949584]
[0.00952269],[0.00953482],[0.00954697],[0.00955914],[0.00957131],[0.00958351]
[0.00963857],[0.00963476],[0.00963096],[0.00962716],[0.00962336],[0.00961957]
[0.00959218],[0.00958295],[0.00957373],[0.00956452],[0.00955532],[0.00954612]
[0.00950404],[0.00950586],[0.00950769],[0.00950951],[0.00951134],[0.00951316]
[0.00953695],[0.00955174],[0.00956655],[0.00958138],[0.00959624],[0.00961112]
[0.0096811],[0.00967979],[0.00967849],[0.00967718],[0.00967587],[0.00967457]
[0.00968577],[0.00970317],[0.00972059],[0.00973804],[0.00975553],[0.00977304]
[0.00984508],[0.00983389],[0.00982271],[0.00981154],[0.00980039],[0.00978925]
[0.00972594],[0.00971398],[0.00970203],[0.00969009],[0.00967817],[0.00966626]
[0.00961543],[0.00961872],[0.00962202],[0.00962532],[0.00962862],[0.00963192]
[0.00964032],[0.00963368],[0.00962704],[0.00962041],[0.00961379],[0.00960717]
[0.00956698],[0.00955734],[0.00954772],[0.0095381],[0.00952849],[0.00951889]
[0.00948854],[0.00950214],[0.00951577],[0.00952941],[0.00954307],[0.00955675]
[0.00962047],[0.00962115],[0.00962183],[0.00962251],[0.00962319],[0.00962387]
[0.0096121],[0.00959729],[0.00958249],[0.00956772],[0.00955297],[0.00953825]
[0.00947927],[0.00948721],[0.00949515],[0.0095031],[0.00951106],[0.00951902]
[0.0095518],[0.00954863],[0.00954546],[0.00954229],[0.00953913],[0.00953596]
[0.00951533],[0.00950897],[0.00950262],[0.00949628],[0.00948994],[0.0094836]
[0.00946696],[0.00947896],[0.00949097],[0.009503],[0.00951505],[0.00952711]
[0.00957388],[0.00956574],[0.00955761],[0.00954949],[0.00954137],[0.00953326]
[0.00950395],[0.00951106],[0.00951818],[0.0095253],[0.00953242],[0.00953955]
[0.00956839],[0.00956501],[0.00956163],[0.00955825],[0.00955488],[0.0095515]
[0.00953175],[0.00952724],[0.00952273],[0.00951822],[0.00951371],[0.0095092]
[0.00948463],[0.00948056],[0.00947649],[0.00947241],[0.00946834],[0.00946428]
[0.00945512],[0.00946484],[0.00947457],[0.00948432],[0.00949407],[0.00950383]
[0.00954127],[0.00953305],[0.00952484],[0.00951663],[0.00950843],[0.00950024]
[0.00947766],[0.00949261],[0.00950758],[0.00952258],[0.00953759],[0.00955264]
[0.00962286],[0.00962383],[0.0096248],[0.00962577],[0.00962674],[0.00962771]
[0.0096334],[0.00963472],[0.00963604],[0.00963736],[0.00963868],[0.00963999]
[0.00964583],[0.00964567],[0.00964552],[0.00964536],[0.0096452],[0.00964504]
[0.00964967],[0.00965503],[0.0096604],[0.00966576],[0.00967113],[0.0096765]
[0.00969735],[0.00969341],[0.00968948],[0.00968555],[0.00968162],[0.0096777]
[0.00966734],[0.00967511],[0.00968289],[0.00969068],[0.00969848],[0.00970628]
[0.00973549],[0.00972833],[0.00972118],[0.00971403],[0.00970689],[0.00969976]
[0.00966163],[0.00965697],[0.00965232],[0.00964766],[0.00964301],[0.00963836]
[0.00960936],[0.0096022],[0.00959505],[0.0095879],[0.00958076],[0.00957362]
[0.00953],[0.00951999],[0.00950998],[0.00949999],[0.00949001],[0.00948003]
[0.00943924],[0.00944525],[0.00945126],[0.00945727],[0.00946328],[0.0094693]
[0.00948214],[0.00946679],[0.00945146],[0.00943616],[0.00942088],[0.00940562]
[0.00934455],[0.0093542],[0.00936385],[0.00937351],[0.00938318],[0.00939286]
[0.00944839],[0.0094595],[0.00947063],[0.00948177],[0.00949292],[0.00950409]
[0.00955541],[0.00955521],[0.009555],[0.0095548],[0.00955459],[0.00955439]
[0.00954818],[0.00954291],[0.00953765],[0.00953239],[0.00952714],[0.00952188]
[0.00950207],[0.00950658],[0.00951109],[0.00951561],[0.00952013],[0.00952465]
[0.0095492],[0.00955274],[0.00955628],[0.00955983],[0.00956337],[0.00956691]
[0.00958727],[0.0095909],[0.00959454],[0.00959817],[0.0096018],[0.00960544]
[0.0096219],[0.00962111],[0.00962033],[0.00961954],[0.00961876],[0.00961798]
[0.00961526],[0.00961631],[0.00961735],[0.00961839],[0.00961943],[0.00962047]
[0.00963194],[0.00963837],[0.0096448],[0.00965123],[0.00965767],[0.00966411]
[0.00970288],[0.00970972],[0.00971655],[0.0097234],[0.00973024],[0.0097371]
[0.00977515],[0.00977945],[0.00978376],[0.00978806],[0.00979237],[0.00979668]
[0.00982323],[0.0098286],[0.00983397],[0.00983934],[0.00984472],[0.00985009]
[0.00987665],[0.00987656],[0.00987647],[0.00987638],[0.00987629],[0.0098762]
[0.00988706],[0.00989837],[0.00990971],[0.00992105],[0.00993241],[0.00994378]
[0.01000242],[0.01000473],[0.01000704],[0.01000934],[0.01001165],[0.01001396]
[0.01003091],[0.01003651],[0.01004211],[0.01004771],[0.01005332],[0.01005892]
[0.01007426],[0.01006252],[0.01005079],[0.01003908],[0.01002738],[0.0100157]
[0.00995843],[0.00995824],[0.00995804],[0.00995785],[0.00995766],[0.00995747]
[0.00995852],[0.00996052],[0.00996253],[0.00996454],[0.00996654],[0.00996855]
[0.00998229],[0.00998608],[0.00998986],[0.00999365],[0.00999743],[0.01000122]
[0.0100256],[0.01003108],[0.01003656],[0.01004204],[0.01004753],[0.01005302]
[0.01008855],[0.01009697],[0.0101054],[0.01011383],[0.01012227],[0.01013071]
[0.01017679],[0.01017921],[0.01018163],[0.01018405],[0.01018647],[0.01018889]
[0.01020233],[0.01020352],[0.01020471],[0.01020589],[0.01020708],[0.01020826]
[0.01022231],[0.01023034],[0.01023838],[0.01024642],[0.01025447],[0.01026252]
[0.01030693],[0.01031015],[0.01031337],[0.01031659],[0.01031982],[0.01032304]
[0.01033796],[0.01033637],[0.01033478],[0.01033319],[0.0103316],[0.01033001]
[0.01032099],[0.01032013],[0.01031926],[0.0103184],[0.01031753],[0.01031667]
[0.01029871],[0.01028522],[0.01027175],[0.0102583],[0.01024487],[0.01023145]
[0.01015332],[0.01014341],[0.01013352],[0.01012363],[0.01011376],[0.01010389]
[0.01006177],[0.01006959],[0.01007742],[0.01008526],[0.0100931],[0.01010095]
[0.01013679],[0.01013342],[0.01013005],[0.01012668],[0.01012331],[0.01011995]
[0.01010564],[0.01010826],[0.01011088],[0.0101135],[0.01011612],[0.01011874]
[0.01014886],[0.01016576],[0.01018269],[0.01019966],[0.01021664],[0.01023366]
[0.01032298],[0.01032659],[0.0103302],[0.01033381],[0.01033743],[0.01034104]
[0.01036245],[0.0103661],[0.01036975],[0.01037341],[0.01037707],[0.01038072]
[0.0103798],[0.0103608],[0.01034183],[0.01032289],[0.01030399],[0.01028513]
[0.01018929],[0.01018506],[0.01018083],[0.0101766],[0.01017237],[0.01016815]
[0.01016035],[0.01017289],[0.01018544],[0.010198],[0.01021059],[0.01022318]
[0.01027801],[0.01027143],[0.01026486],[0.01025829],[0.01025172],[0.01024516]
[0.01021395],[0.01021438],[0.01021481],[0.01021524],[0.01021566],[0.01021609]
[0.01021186],[0.01020554],[0.01019923],[0.01019293],[0.01018662],[0.01018032]
[0.01015686],[0.01016409],[0.01017132],[0.01017856],[0.0101858],[0.01019305]
[0.01023384],[0.01023908],[0.01024432],[0.01024957],[0.01025481],[0.01026006]
[0.0102844],[0.01028301],[0.01028163],[0.01028024],[0.01027885],[0.01027747]
[0.01028284],[0.01029507],[0.01030731],[0.01031957],[0.01033184],[0.01034412]
[0.01039142],[0.01037933],[0.01036726],[0.0103552],[0.01034316],[0.01033113]
[0.01025864],[0.01024462],[0.01023062],[0.01021664],[0.01020267],[0.01018873]
[0.010129],[0.01013728],[0.01014557],[0.01015386],[0.01016216],[0.01017047]
[0.01022035],[0.01022907],[0.0102378],[0.01024653],[0.01025527],[0.01026402]
[0.01032103],[0.01033593],[0.01035085],[0.0103658],[0.01038076],[0.01039575]
[0.01047456],[0.01048169],[0.01048882],[0.01049596],[0.01050311],[0.01051026]
[0.01055063],[0.01055717],[0.01056371],[0.01057026],[0.01057682],[0.01058337]
[0.010615],[0.01061548],[0.01061595],[0.01061642],[0.01061689],[0.01061736]
[0.01061546],[0.01061123],[0.010607],[0.01060277],[0.01059855],[0.01059433]
[0.01058272],[0.01059138],[0.01060005],[0.01060872],[0.0106174],[0.01062609]
[0.01066684],[0.01066564],[0.01066445],[0.01066325],[0.01066205],[0.01066085]
[0.01064511],[0.01063516],[0.01062522],[0.01061529],[0.01060536],[0.01059545]
[0.01054422],[0.01054101],[0.0105378],[0.01053458],[0.01053137],[0.01052817]
[0.01051553],[0.01051844],[0.01052135],[0.01052425],[0.01052716],[0.01053007]
[0.01054321],[0.01054216],[0.01054111],[0.01054006],[0.01053901],[0.01053796]
[0.01054962],[0.01056649],[0.01058339],[0.01060032],[0.01061728],[0.01063426]
[0.01072221],[0.01072638],[0.01073054],[0.01073471],[0.01073889],[0.01074306]
[0.01075569],[0.01074807],[0.01074046],[0.01073286],[0.01072526],[0.01071767]
[0.01068115],[0.01068144],[0.01068173],[0.01068202],[0.01068232],[0.01068261]
[0.01067983],[0.01067562],[0.01067142],[0.01066722],[0.01066302],[0.01065883]
[0.01064867],[0.01065886],[0.01066907],[0.01067929],[0.01068951],[0.01069975]
[0.01074495],[0.01074268],[0.01074042],[0.01073815],[0.01073589],[0.01073363]
[0.01071947],[0.01071637],[0.01071328],[0.01071019],[0.0107071],[0.010704]
[0.01069127],[0.01069382],[0.01069637],[0.01069893],[0.01070148],[0.01070403]
[0.01073717],[0.01075758],[0.01077802],[0.01079851],[0.01081903],[0.01083959]
[0.01094193],[0.01094624],[0.01095055],[0.01095486],[0.01095918],[0.01096349]
[0.01098719],[0.01098995],[0.01099271],[0.01099547],[0.01099824],[0.011001]
[0.01103067],[0.01104685],[0.01106305],[0.01107928],[0.01109553],[0.01111181]
[0.01119111],[0.01119054],[0.01118996],[0.01118939],[0.01118881],[0.01118824]
[0.01119865],[0.01121187],[0.0112251],[0.01123834],[0.0112516],[0.01126488]
[0.0113229],[0.01131549],[0.01130808],[0.01130068],[0.01129328],[0.01128589]
[0.01122931],[0.01120834],[0.01118741],[0.01116652],[0.01114567],[0.01112486]
[0.01101465],[0.01100292],[0.0109912],[0.01097948],[0.01096779],[0.0109561]
[0.01091743],[0.01093314],[0.01094888],[0.01096464],[0.01098043],[0.01099624]
[0.01107819],[0.01108666],[0.01109514],[0.01110363],[0.01111212],[0.01112062]
[0.01115036],[0.01114099],[0.01113163],[0.01112228],[0.01111294],[0.0111036]
[0.01106478],[0.01106865],[0.01107251],[0.01107638],[0.01108025],[0.01108412]
[0.0111087],[0.01111533],[0.01112197],[0.0111286],[0.01113525],[0.01114189]
[0.01115786],[0.01114277],[0.0111277],[0.01111264],[0.01109761],[0.01108259]
[0.01101171],[0.0110091],[0.0110065],[0.01100389],[0.01100129],[0.01099868]
[0.01098877],[0.01099097],[0.01099317],[0.01099537],[0.01099758],[0.01099978]
[0.01100323],[0.01099768],[0.01099213],[0.01098658],[0.01098103],[0.01097549]
[0.01093201],[0.01091474],[0.01089749],[0.01088027],[0.01086308],[0.01084591]
[0.01075548],[0.01074546],[0.01073544],[0.01072544],[0.01071545],[0.01070546]
[0.01066878],[0.01067807],[0.01068737],[0.01069668],[0.01070599],[0.01071531]
[0.01076367],[0.01076902],[0.01077437],[0.01077972],[0.01078508],[0.01079043]
[0.01081766],[0.0108202],[0.01082274],[0.01082528],[0.01082781],[0.01083035]
[0.01083522],[0.01082829],[0.01082136],[0.01081443],[0.01080751],[0.01080059]
[0.01077849],[0.01078865],[0.01079881],[0.01080899],[0.01081918],[0.01082937]
[0.01088131],[0.01088542],[0.01088953],[0.01089364],[0.01089775],[0.01090186]
[0.01092216],[0.01092308],[0.01092401],[0.01092494],[0.01092586],[0.01092679]
[0.01093221],[0.01093326],[0.01093431],[0.01093535],[0.0109364],[0.01093744]
[0.01095142],[0.01096036],[0.01096932],[0.01097828],[0.01098725],[0.01099623]
[0.01103694],[0.01103425],[0.01103156],[0.01102888],[0.01102619],[0.01102351]
[0.01102009],[0.01102962],[0.01103916],[0.0110487],[0.01105826],[0.01106782]
[0.01111202],[0.01111133],[0.01111065],[0.01110997],[0.01110928],[0.0111086]
[0.01111302],[0.0111207],[0.01112838],[0.01113608],[0.01114377],[0.01115148]
[0.01119215],[0.01119555],[0.01119896],[0.01120237],[0.01120578],[0.01120919]
[0.01123011],[0.0112343],[0.0112385],[0.01124269],[0.01124689],[0.01125109]
[0.01128604],[0.0113003],[0.01131459],[0.0113289],[0.01134322],[0.01135756]
[0.01142718],[0.01142592],[0.01142467],[0.01142341],[0.01142216],[0.01142091]
[0.01142633],[0.01143791],[0.0114495],[0.0114611],[0.01147272],[0.01148434]
[0.01154045],[0.01153932],[0.01153819],[0.01153706],[0.01153594],[0.01153481]
[0.01153324],[0.01153703],[0.01154082],[0.01154461],[0.0115484],[0.01155219]
[0.01156505],[0.01155916],[0.01155328],[0.01154741],[0.01154153],[0.01153566]
[0.01150948],[0.01151273],[0.01151599],[0.01151924],[0.0115225],[0.01152576]
[0.01154772],[0.01155296],[0.0115582],[0.01156345],[0.01156869],[0.01157394]
[0.01159873],[0.01159692],[0.01159512],[0.01159331],[0.01159151],[0.0115897]
[0.01156814],[0.01155645],[0.01154477],[0.01153311],[0.01152145],[0.01150981]
[0.0114586],[0.01146554],[0.01147248],[0.01147943],[0.01148638],[0.01149334]
[0.01152876],[0.01152961],[0.01153047],[0.01153133],[0.01153219],[0.01153304]
[0.01154044],[0.01154357],[0.01154671],[0.01154984],[0.01155298],[0.01155612]
[0.01156944],[0.01156708],[0.01156472],[0.01156236],[0.01156],[0.01155764]
[0.0115532],[0.01156117],[0.01156915],[0.01157713],[0.01158512],[0.01159311]
[0.01162628],[0.01161552],[0.01160477],[0.01159403],[0.0115833],[0.01157259]
[0.01151739],[0.0115175],[0.01151762],[0.01151774],[0.01151786],[0.01151797]
[0.01151103],[0.0115035],[0.01149598],[0.01148845],[0.01148094],[0.01147343]
[0.01144253],[0.01145],[0.01145747],[0.01146495],[0.01147243],[0.01147992]
[0.01152412],[0.01152913],[0.01153414],[0.01153916],[0.01154417],[0.01154919]
[0.01157222],[0.01156892],[0.01156561],[0.01156231],[0.01155901],[0.01155571]
[0.0115513],[0.01156416],[0.01157704],[0.01158993],[0.01160284],[0.01161576]
[0.01170037],[0.01171553],[0.0117307],[0.01174589],[0.0117611],[0.01177633]
[0.01184864],[0.01184428],[0.01183993],[0.01183557],[0.01183122],[0.01182687]
[0.01180463],[0.01180362],[0.0118026],[0.01180159],[0.01180057],[0.01179956]
[0.01179283],[0.01179113],[0.01178944],[0.01178775],[0.01178606],[0.01178437]
[0.01177437],[0.01177293],[0.01177148],[0.01177004],[0.01176859],[0.01176715]
[0.01177524],[0.01179081],[0.0118064],[0.01182201],[0.01183763],[0.01185328]
[0.0119423],[0.0119503],[0.01195831],[0.01196632],[0.01197434],[0.01198236]
[0.01200969],[0.01199698],[0.01198428],[0.01197159],[0.01195892],[0.01194626]
